ID_Pedido,Data,Setor,Item,Valor_Unitario,Quantidade,Entidade,Status_Financeiro,Status_Logistico
602,12/29/2025,Faturamento,Compost Bin,13,61,Edgeify,Pago,Aguardando
603,7/21/2025,Faturamento,Portable Jump Starter,14,83,Tanoodle,Atrasado,Em Rota
604,8/23/2025,Faturamento,Graphic Print Leggings,8,93,Kazio,Pendente,Entregue
605,8/29/2025,Faturamento,Maple Breakfast Sausage,83,32,Fivebridge,Pago,Em Rota
606,1/24/2026,Compras,Inflatable Party Cooler,42,81,Nlounge,Atrasado,Aguardando
607,8/15/2025,Faturamento,Personal Security Alarm Keychain,14,45,Abatz,Pendente,Aguardando
608,7/17/2025,Compras,Personalized Pet ID Tags,69,78,Pixope,Pago,Entregue
609,10/26/2025,Faturamento,Non-Stick Grill Mat,38,9,Eidel,Atrasado,Entregue
610,1/26/2026,Faturamento,Puff Pastry,66,59,Yamia,Pago,Entregue
611,3/31/2026,Compras,Aged White Cheddar Popcorn,59,36,Tagfeed,Pendente,Aguardando
612,12/10/2025,Compras,High-Pressure Handheld Shower Head,20,45,Tazzy,Pago,Entregue
613,11/21/2025,Compras,Silicone Cooking Utensils Set,45,30,Gigazoom,Pago,Em Rota
614,6/14/2025,Compras,Trackpad for Laptop,58,73,Zoovu,Pendente,Em Rota
615,1/19/2026,Faturamento,Organic Tomato Ketchup,16,5,Topicware,Pago,Entregue
616,8/13/2025,Faturamento,Honey Almond Granola Bars,24,94,Gigaclub,Atrasado,Aguardando
617,7/30/2025,Compras,Terry Cloth Robe,59,63,Muxo,Atrasado,Aguardando
618,6/4/2025,Faturamento,Pet Water Fountain,45,35,Babbleset,Atrasado,Aguardando
619,2/17/2026,Compras,Freestanding Wine Rack,3,90,Dabjam,Atrasado,Entregue
620,11/5/2025,Compras,Smart Light Switch,34,66,Wikido,Atrasado,Aguardando
621,11/18/2025,Compras,Chino Shorts,60,13,Dynabox,Atrasado,Entregue
622,8/27/2025,Faturamento,Luxe Velvet Blazer,54,64,Oyonder,Pago,Entregue
623,2/18/2026,Compras,Ripped Boyfriend Jeans,2,33,Leenti,Atrasado,Entregue
624,2/16/2026,Compras,Organic Coconut Flour,59,93,Mydo,Pendente,Aguardando
625,1/23/2026,Faturamento,Fruit Infuser Water Bottle,14,15,Thoughtstorm,Pendente,Aguardando
626,3/26/2026,Faturamento,Paint By Numbers Kit,3,92,Jatri,Atrasado,Em Rota
627,11/15/2025,Compras,Vegetable Fried Rice Mix,41,99,Kanoodle,Atrasado,Aguardando
628,6/28/2025,Faturamento,Silicone Cooking Utensils Set,97,67,Photofeed,Pago,Entregue
629,8/3/2025,Compras,Handcrafted Wooden Coasters,43,50,Topiclounge,Pendente,Em Rota
630,8/12/2025,Compras,Adjustable Kitchen Broom Stand,44,41,Twiyo,Atrasado,Entregue
631,5/4/2025,Faturamento,Chipotle Black Bean Salad,45,17,Ailane,Pendente,Entregue
632,11/11/2025,Compras,Tortilla Chips,11,8,Myworks,Pago,Aguardando
633,10/27/2025,Faturamento,Printed Maxi Skirt,7,94,Realpoint,Pago,Aguardando
634,5/14/2025,Faturamento,Oven-Baked Cheese Crisps,93,6,Wordtune,Atrasado,Entregue
635,8/9/2025,Compras,French Bread,97,45,Shuffletag,Atrasado,Em Rota
636,5/24/2025,Faturamento,Wireless Printer,50,53,Fanoodle,Atrasado,Entregue
637,12/21/2025,Compras,Gardening Tools Set,98,85,Feedbug,Pendente,Em Rota
638,12/2/2025,Compras,Chic Ankle Strap Heels,5,72,Mudo,Pago,Aguardando
639,12/28/2025,Faturamento,Buffalo Sauce,15,62,Yodel,Atrasado,Aguardando
640,7/26/2025,Faturamento,Organic Coconut Water,100,59,Devcast,Atrasado,Em Rota
641,3/30/2026,Compras,Vegetable Sushi Rolls,74,1,Flashpoint,Pago,Entregue
642,11/22/2025,Compras,Electric Wax Warmer,1,99,Rhycero,Pago,Aguardando
643,10/20/2025,Compras,Tailgating Set,57,67,Mydo,Pendente,Em Rota
644,7/8/2025,Faturamento,Portable Leaf Blower,41,24,Twimm,Pendente,Em Rota
645,10/3/2025,Faturamento,Soft Plush Throw Blanket,8,8,Oyoba,Atrasado,Em Rota
646,9/4/2025,Compras,Electric Milk Frother,71,25,Demivee,Pago,Aguardando
647,11/21/2025,Compras,Ice Pack,51,99,Wikizz,Atrasado,Entregue
648,4/8/2026,Compras,Caramel Apple Taffy,76,19,Youbridge,Atrasado,Entregue
649,3/13/2026,Faturamento,Classic Baseball Cap,85,35,Kazio,Pendente,Em Rota
650,1/3/2026,Faturamento,Gardening Gloves,25,84,Dynazzy,Pendente,Entregue
651,12/31/2025,Compras,Classic Chicken Noodle Soup,99,19,Devpulse,Atrasado,Em Rota
652,9/8/2025,Faturamento,Smartphone UV Sanitizer,63,45,Gabspot,Pago,Entregue
653,7/9/2025,Compras,Roasted Red Pepper Sauce,23,34,Mymm,Pago,Aguardando
654,9/22/2025,Faturamento,Self-Stirring Mug,95,89,Gabtune,Atrasado,Em Rota
655,7/18/2025,Compras,Smartphone Tripod,36,69,Reallinks,Pago,Em Rota
656,1/20/2026,Faturamento,Mango Sticky Rice Dessert,88,70,Zooxo,Pago,Aguardando
657,1/22/2026,Faturamento,Veggie Chips Variety Pack,74,61,Meezzy,Pago,Aguardando
658,11/8/2025,Faturamento,Smoked Paprika Chicken Thighs,1,15,Vinte,Pendente,Em Rota
659,7/7/2025,Faturamento,Biodegradable Trash Bags,74,91,Yacero,Pendente,Em Rota
660,7/2/2025,Faturamento,Mediterranean Couscous,65,91,Babbleblab,Atrasado,Em Rota
661,1/4/2026,Compras,Nut Butter Cups,55,24,Jabbersphere,Pendente,Aguardando
662,5/16/2025,Compras,Fruit and Nut Medley,13,25,Realpoint,Pendente,Entregue
663,10/25/2025,Compras,Multi-Purpose Marine Rope,49,76,Babbleset,Atrasado,Aguardando
664,12/31/2025,Faturamento,Fresh Basil Pesto,54,9,Voomm,Pago,Em Rota
665,7/2/2025,Compras,Ready-to-Eat Chili,49,54,Shufflebeat,Atrasado,Entregue
666,6/2/2025,Faturamento,Chia Seed Pudding Mix,31,62,Thoughtbeat,Pago,Entregue
667,10/7/2025,Compras,Ceramic Knife Set,98,75,Yakitri,Atrasado,Entregue
668,9/27/2025,Compras,Garden Hose Reel,99,68,Edgeblab,Pendente,Aguardando
669,10/20/2025,Compras,Pumpkin Spice Latte Mix,65,11,Dablist,Atrasado,Em Rota
670,1/31/2026,Faturamento,Tennis Racket,80,86,Aimbo,Atrasado,Em Rota
671,1/29/2026,Faturamento,Trail Mix (Deluxe),59,17,LiveZ,Pendente,Entregue
672,11/24/2025,Faturamento,Outdoor Sports Backpack,51,52,Topicware,Atrasado,Entregue
673,1/18/2026,Faturamento,Handmade Leather Wallet,54,24,Realcube,Atrasado,Entregue
674,10/6/2025,Compras,Vegetable Pizza Rolls,10,30,Zazio,Pendente,Entregue
675,3/24/2026,Faturamento,Spicy BBQ Sauce,75,41,Ntags,Pago,Aguardando
676,7/26/2025,Faturamento,Cheddar Cheese Crackers,67,94,Skinte,Pendente,Aguardando
677,5/25/2025,Faturamento,Portable Massage Gun,38,8,Aimbu,Atrasado,Entregue
678,4/18/2026,Faturamento,Egg Noodles,43,42,Devbug,Pago,Entregue
679,1/17/2026,Faturamento,Sweet and Sour Sauce,57,20,Twinte,Pago,Aguardando
680,9/4/2025,Compras,Portable UV Sterilizer,33,66,Ailane,Atrasado,Aguardando
681,1/4/2026,Compras,Cinnamon Sugar Tortilla Chips,87,63,Realblab,Atrasado,Entregue
682,4/6/2026,Compras,Sweetened Condensed Milk,8,51,Cogidoo,Pago,Entregue
683,2/17/2026,Compras,Vegetable Pizza Rolls,55,100,Thoughtstorm,Pago,Em Rota
684,11/14/2025,Compras,Leather Wallet,74,18,Realbridge,Pendente,Em Rota
685,1/9/2026,Compras,Set of Silicone Baking Molds,30,82,Pixonyx,Pago,Aguardando
686,9/2/2025,Faturamento,Organic Lentil Soup,65,15,Jazzy,Pago,Aguardando
687,10/25/2025,Compras,Thai Basil Fried Rice,65,77,Mydeo,Atrasado,Entregue
688,11/12/2025,Faturamento,Vanilla Almond Granola,25,8,Miboo,Pendente,Aguardando
689,8/11/2025,Faturamento,Multi-Function Meat Tenderizer,78,49,Yakijo,Atrasado,Entregue
690,12/6/2025,Faturamento,Blackberry Compote,95,68,Flashspan,Atrasado,Em Rota
691,1/30/2026,Faturamento,Garden Tool Belt,21,13,Bluejam,Atrasado,Aguardando
692,12/17/2025,Compras,Mini Projector,72,79,Gabcube,Atrasado,Em Rota
693,6/2/2025,Faturamento,Wireless Smart Plug,89,81,Skimia,Atrasado,Entregue
694,11/16/2025,Compras,Ceramic Planter Set,56,59,Flipstorm,Pendente,Entregue
695,4/21/2026,Faturamento,Sriracha Chili Sauce,26,61,Edgepulse,Atrasado,Entregue
696,3/24/2026,Compras,Surimi Crab Sticks,42,39,Voolith,Atrasado,Em Rota
697,4/12/2026,Compras,Organic Italian Seasoning,60,3,Midel,Atrasado,Entregue
698,3/13/2026,Compras,Zesty Cilantro Lime Dressing,91,19,Flipopia,Pago,Aguardando
699,7/25/2025,Compras,Almond Flour,74,73,Bubblebox,Pendente,Em Rota
700,10/19/2025,Compras,Self-Adhesive Wallpaper,43,45,Oozz,Pendente,Entregue
701,7/9/2025,Faturamento,Organic Coconut Flakes,86,39,Vidoo,Pago,Em Rota
702,9/5/2025,Compras,Fashionable Belt Bag,15,6,Shufflester,Atrasado,Em Rota
703,2/15/2026,Compras,Pepperoni Pizza Roll-Ups,76,75,Camimbo,Atrasado,Entregue
704,12/10/2025,Faturamento,Organic Baby Carrots,19,36,Rhyloo,Pago,Entregue
705,11/24/2025,Compras,Turmeric Ginger Tea,38,60,Jayo,Pendente,Em Rota
706,11/13/2025,Faturamento,Ginger Snaps,51,83,Npath,Pago,Em Rota
707,3/1/2026,Faturamento,Dish Soap Dispenser,27,12,LiveZ,Pago,Aguardando
708,9/20/2025,Compras,LED Flashlight,86,29,Feedfire,Pendente,Em Rota
709,1/5/2026,Faturamento,Fishing Tackle Box,9,77,Quire,Pendente,Entregue
710,8/16/2025,Faturamento,Weighted Blanket,26,60,Eabox,Pendente,Em Rota
711,11/14/2025,Faturamento,Yoga Mat,30,6,Realbridge,Pago,Aguardando
712,7/14/2025,Faturamento,Smart LED Desk Lamp,93,56,Bluezoom,Pendente,Entregue
713,10/15/2025,Compras,Cordless Water Flosser,41,40,Thoughtworks,Pendente,Entregue
714,7/3/2025,Compras,Peas (frozen),4,38,Mycat,Atrasado,Aguardando
715,10/25/2025,Compras,Berries Medley,84,53,Aibox,Atrasado,Aguardando
716,9/8/2025,Compras,Classic Baseball Cap,39,69,Oyoba,Pendente,Aguardando
717,7/9/2025,Compras,Backpacking Tent,43,59,Twiyo,Atrasado,Entregue
718,10/23/2025,Faturamento,Coconut Cream Pie,30,26,Babbleset,Pendente,Aguardando
719,12/30/2025,Faturamento,Salsa Verde,71,41,Gigazoom,Pago,Entregue
720,11/21/2025,Faturamento,Handcrafted Wooden Jewelry Box,71,41,Dabfeed,Pago,Entregue
721,2/19/2026,Faturamento,Pet Carrier Backpack,88,12,Centidel,Pendente,Entregue
722,6/9/2025,Compras,Pineapple Coconut Yogurt,69,89,Camimbo,Atrasado,Entregue
723,4/26/2026,Faturamento,Chickpea Flour,54,90,Skilith,Atrasado,Entregue
724,10/26/2025,Faturamento,Tailgating Set,14,61,Buzzbean,Pago,Em Rota
725,10/27/2025,Faturamento,Desk Lamp with USB Port,94,21,Wikivu,Pendente,Em Rota
726,9/7/2025,Compras,Bodyweight Resistance Bands,33,87,Meevee,Pago,Em Rota
727,3/10/2026,Compras,Smashed Avocado with Lime,73,74,Realfire,Pago,Aguardando
728,4/6/2026,Compras,Vanilla Almond Granola,37,97,Eare,Pendente,Em Rota
729,11/3/2025,Faturamento,Bluetooth Car Adapter,21,17,Trilia,Pendente,Entregue
730,7/21/2025,Faturamento,Wrap Front Midi Skirt,69,4,Cogilith,Atrasado,Entregue
731,2/1/2026,Compras,Smart Scale,79,5,Fadeo,Pendente,Em Rota
732,3/24/2026,Compras,Smart Wi-Fi Camera,96,82,Quimba,Pago,Aguardando
733,5/31/2025,Compras,Vegan Mac & Cheese,59,28,Chatterbridge,Atrasado,Em Rota
734,9/12/2025,Faturamento,Beef Taco Skillet,64,46,Oyoba,Atrasado,Aguardando
735,1/10/2026,Faturamento,Screen Cleaning Kit,38,73,Brainsphere,Pendente,Em Rota
736,8/6/2025,Faturamento,Cauliflower Pizza Crust,50,60,Yakidoo,Pendente,Aguardando
737,3/3/2026,Compras,Scented Candles,79,7,Gabtype,Atrasado,Em Rota
738,2/21/2026,Faturamento,Maple Syrup,11,35,Zoomzone,Pendente,Aguardando
739,5/6/2025,Faturamento,LED Strip Lights Kit,39,66,Roombo,Pago,Aguardando
740,8/16/2025,Faturamento,Cacao Powder,4,38,Devbug,Pendente,Entregue
741,1/27/2026,Compras,Gardening Kneeler and Seat,61,8,Realcube,Pendente,Em Rota
742,8/13/2025,Faturamento,Nut Mix,8,83,Ozu,Atrasado,Em Rota
743,5/27/2025,Compras,Spice Rack,44,37,Livepath,Atrasado,Em Rota
744,10/7/2025,Compras,Oven-Baked Potato Chips,4,65,Feedbug,Pago,Entregue
745,9/18/2025,Faturamento,Fitness Jump Box,60,65,Geba,Pago,Entregue
746,8/6/2025,Compras,Classic White T-Shirt,25,10,Kazio,Pago,Entregue
747,2/21/2026,Compras,Screen Cleaning Kit,69,22,Avavee,Pendente,Entregue
748,1/4/2026,Faturamento,Kettle Corn Popcorn,42,69,Eazzy,Pago,Entregue
749,6/19/2025,Compras,Teriyaki Chicken Wings,39,38,Realbuzz,Atrasado,Entregue
750,9/18/2025,Compras,Portable Hammock Swing,40,31,Feedspan,Pago,Em Rota
751,8/10/2025,Faturamento,Stainless Steel BBQ Grill Set,18,35,Yakijo,Pago,Aguardando
752,1/10/2026,Faturamento,Animal Paw Print Soap Dispenser,23,80,Roombo,Atrasado,Em Rota
753,4/27/2026,Faturamento,Chicken Fajita Kit,99,22,Voonder,Atrasado,Em Rota
754,12/19/2025,Faturamento,Window A/C Unit,53,32,Abatz,Atrasado,Aguardando
755,1/17/2026,Faturamento,Spiced Pumpkin Soup,84,32,Eimbee,Atrasado,Em Rota
756,12/29/2025,Faturamento,Blue Denim Jeans,32,38,Quinu,Pendente,Em Rota
757,12/31/2025,Compras,Portable Massage Gun,5,98,Brainsphere,Pendente,Em Rota
758,4/9/2026,Faturamento,Coffee Maker,48,85,Talane,Pago,Em Rota
759,2/28/2026,Faturamento,LED Desk Lamp with USB Charging,73,41,Browsebug,Atrasado,Em Rota
760,8/2/2025,Faturamento,Brownie Bites,62,12,Lazzy,Pendente,Entregue
761,7/27/2025,Compras,Pet Hair Vacuum Attachment,49,80,Miboo,Pendente,Aguardando
762,9/17/2025,Faturamento,Frozen Hash Browns,71,5,Wikizz,Atrasado,Em Rota
763,10/8/2025,Faturamento,Luxe Velvet Blazer,17,92,Buzzshare,Pago,Entregue
764,6/4/2025,Faturamento,Mango Sticky Rice Dessert,94,16,Zava,Pago,Em Rota
765,1/22/2026,Faturamento,Lightweight Backpacking Tent,91,9,Yombu,Pendente,Aguardando
766,1/5/2026,Faturamento,Artisan Bread Loaf,27,21,Livepath,Pago,Entregue
767,4/13/2026,Faturamento,Butternut Squash Ravioli,66,6,Flipopia,Pendente,Entregue
768,2/2/2026,Faturamento,Baked Potato Chips,7,39,Rhynyx,Atrasado,Em Rota
769,7/13/2025,Faturamento,Sweet Cherry Tomatoes,90,68,Chatterpoint,Pago,Aguardando
770,4/19/2026,Compras,Potato Wedge Seasoning,48,57,Trupe,Pendente,Aguardando
771,9/23/2025,Faturamento,Silicone Baking Cups,89,62,Devcast,Pago,Entregue
772,5/7/2025,Compras,Electric Stir Fry Pan,63,52,Quatz,Pago,Aguardando
773,10/24/2025,Compras,Plaid Flannel Shirt,91,20,Zava,Pendente,Aguardando
774,5/11/2025,Compras,Reusable Food Storage Bags,92,45,Oyoyo,Pendente,Aguardando
775,3/7/2026,Compras,Wine Decanter,14,85,Skibox,Pago,Aguardando
776,6/22/2025,Compras,Wireless Earbuds Case,53,83,Kwimbee,Pendente,Aguardando
777,1/26/2026,Faturamento,Tailgating Set,72,31,Dynazzy,Pendente,Em Rota
778,1/29/2026,Faturamento,Yoga Blocks,40,64,Omba,Pendente,Aguardando
779,7/3/2025,Compras,Granola,77,48,Photobug,Atrasado,Aguardando
780,8/21/2025,Faturamento,Elderberry Syrup Kit,48,56,Kamba,Pago,Aguardando
781,5/19/2025,Compras,Kale & Quinoa Salad Mix,21,57,Dabvine,Pago,Entregue
782,11/20/2025,Faturamento,Strawberry Banana Smoothie Pack,78,39,Brightbean,Atrasado,Aguardando
783,7/31/2025,Faturamento,Kale & Quinoa Salad Mix,10,26,Yodo,Pago,Entregue
784,5/1/2025,Compras,Electric Opener for Jars and Bottles,98,77,Blogspan,Pendente,Entregue
785,5/10/2025,Compras,Magnetic Screen Door,29,43,Jabberbean,Pago,Aguardando
786,12/30/2025,Compras,Smashed Avocado with Lime,81,96,Quatz,Pendente,Entregue
787,2/5/2026,Compras,Garlic Herb Grilled Chicken,62,84,Skipfire,Pendente,Em Rota
788,10/7/2025,Faturamento,Honeycrisp Apples,35,79,Camido,Pendente,Aguardando
789,5/29/2025,Compras,Men's Waterproof Hiking Boots,12,57,DabZ,Pendente,Entregue
790,11/5/2025,Faturamento,Folding Backpack Chair,60,13,Livetube,Atrasado,Em Rota
791,1/3/2026,Faturamento,Pumpkin Puree,72,17,Innotype,Atrasado,Entregue
792,8/22/2025,Faturamento,Ginger Turmeric Tea,57,25,Twiyo,Pendente,Entregue
793,1/26/2026,Compras,Savory Pumpkin Soup,59,2,Eidel,Atrasado,Entregue
794,6/25/2025,Compras,Insulated Sport Tumbler,37,16,LiveZ,Pendente,Entregue
795,2/5/2026,Compras,Chili Lime Shrimp,38,64,Quatz,Pendente,Em Rota
796,12/17/2025,Compras,Asian Stir-Fry Kit,70,80,Rhyloo,Atrasado,Em Rota
797,5/14/2025,Compras,Digital Alarm Clock,60,5,Realbuzz,Atrasado,Entregue
798,8/10/2025,Compras,Scented Candles,56,43,Skilith,Pago,Aguardando
799,4/25/2026,Faturamento,Electric Screwdriver,87,35,Lazzy,Atrasado,Aguardando
800,6/4/2025,Compras,Hibiscus Herbal Tea,57,38,Meemm,Atrasado,Aguardando
801,1/1/2026,Compras,Classic Caesar Dressing,10,16,Quinu,Atrasado,Aguardando
802,9/25/2025,Faturamento,Zesty Garlic Marinade,76,65,Devify,Pago,Em Rota
803,7/9/2025,Faturamento,Multi-Purpose Plant Care Tool,2,28,Skipfire,Pendente,Em Rota
804,4/21/2026,Compras,Vintage Button-Down Shirt,81,47,Yodoo,Pendente,Em Rota
805,2/11/2026,Faturamento,Silicone Baking Mat Set,12,81,Oba,Pendente,Em Rota
806,10/31/2025,Compras,Organic Baby Spinach,31,28,Thoughtworks,Pendente,Aguardando
807,10/29/2025,Faturamento,Portable Laptop Table,74,24,Photofeed,Atrasado,Em Rota
808,1/20/2026,Faturamento,Non-Stick Grill Pan,3,3,Kwinu,Atrasado,Aguardando
809,3/14/2026,Faturamento,Pumpkin Spice Cookies,18,23,Eazzy,Atrasado,Em Rota
810,8/12/2025,Faturamento,Organic Green Lentils,78,2,Oyoyo,Atrasado,Entregue
811,7/31/2025,Compras,Mini Pretzels,58,86,Feedspan,Atrasado,Entregue
812,9/22/2025,Compras,Vegetable Stock,96,46,Meetz,Pago,Em Rota
813,8/24/2025,Compras,Spicy Tuna Rolls,18,71,Ainyx,Pendente,Aguardando
814,4/28/2026,Compras,Magic Color-Changing Mug,75,65,Browseblab,Pago,Aguardando
815,12/10/2025,Faturamento,Asian Stir-Fry Vegetables,19,20,LiveZ,Pago,Aguardando
816,8/22/2025,Compras,Gingerbread House Kit,39,93,Realmix,Pago,Entregue
817,2/13/2026,Compras,Cranberry Almond Cookies,36,40,Jetpulse,Pendente,Aguardando
818,8/18/2025,Faturamento,Travel Luggage Scale,89,22,Twinder,Pago,Entregue
819,11/30/2025,Faturamento,Microfiber Cleaning Cloths,7,51,Browsedrive,Pendente,Aguardando
820,9/8/2025,Faturamento,Reusable Snack Bags,78,20,Jabberbean,Pendente,Entregue
821,7/6/2025,Compras,Bicycle Repair Kit,34,21,InnoZ,Pendente,Em Rota
822,8/2/2025,Faturamento,Throw Pillow Covers,41,54,Browsedrive,Pago,Entregue
823,2/8/2026,Faturamento,Pet Hair Removal Brush,81,59,Trunyx,Pago,Aguardando
824,6/20/2025,Faturamento,Pepperoni Pizza Rolls,32,69,Meezzy,Pendente,Em Rota
825,7/13/2025,Faturamento,Kids' Gardening Kit,20,55,Rhycero,Pago,Aguardando
826,11/2/2025,Compras,Mayonnaise,51,26,Zooxo,Pago,Entregue
827,10/22/2025,Faturamento,Beef Jerky,94,25,Bubblemix,Atrasado,Entregue
828,12/13/2025,Faturamento,Eco-Friendly Yoga Blocks,12,59,Edgewire,Atrasado,Entregue
829,9/2/2025,Compras,Black Bean Spaghetti,66,45,Rooxo,Pago,Entregue
830,11/18/2025,Faturamento,Essential Oil Roller Bottles,12,90,Skivee,Atrasado,Em Rota
831,10/3/2025,Faturamento,Digital Food Thermometer,58,28,Browsetype,Pendente,Aguardando
832,8/7/2025,Compras,Bock Beer Mustard,59,68,Eabox,Pendente,Aguardando
833,3/25/2026,Faturamento,Chili Beans in Sauce,58,4,Dabtype,Pago,Em Rota
834,1/3/2026,Compras,Puzzle Mat,80,29,Twitterworks,Pago,Entregue
835,4/6/2026,Compras,Wireless Game Controller,39,35,Kazu,Atrasado,Entregue
836,5/11/2025,Faturamento,Slim Fit Chinos,59,85,Fivechat,Atrasado,Entregue
837,6/19/2025,Compras,Wireless Earbuds Case,19,14,Rooxo,Atrasado,Aguardando
838,8/11/2025,Compras,Pomegranate Juice,60,68,Twinte,Pendente,Aguardando
839,12/27/2025,Faturamento,Chipotle Sauce,70,45,Zoovu,Pendente,Entregue
840,5/14/2025,Faturamento,Mini Food Processor,59,24,Devpulse,Atrasado,Em Rota
841,10/20/2025,Compras,Digital Stopwatch Timer,16,35,Voolia,Atrasado,Aguardando
842,2/9/2026,Compras,Chipotle Lime Salsa,100,15,Kwinu,Pago,Entregue
843,11/27/2025,Faturamento,Nutritional Yeast,94,22,Kimia,Pago,Aguardando
844,11/21/2025,Compras,Electric Stir Fry Pan,8,78,Zoomlounge,Pendente,Entregue
845,6/14/2025,Compras,Herb Seasoned Rice,96,11,Zava,Atrasado,Em Rota
846,10/17/2025,Compras,Kids' Educational Tablet,24,74,Quatz,Pendente,Entregue
847,8/27/2025,Compras,Chickpeas,39,19,Meembee,Pendente,Aguardando
848,3/9/2026,Compras,Watercolor Paint Set,12,30,Thoughtsphere,Pago,Entregue
849,3/17/2026,Faturamento,Vegetable Stock,80,14,Buzzshare,Pago,Em Rota
850,6/23/2025,Compras,Compact Refrigerator,72,54,Meedoo,Pendente,Entregue
851,10/27/2025,Faturamento,Leather Notebook Cover,85,9,Flipopia,Pago,Aguardando
852,1/24/2026,Compras,Sunglasses,54,94,Avamba,Atrasado,Entregue
853,4/7/2026,Compras,Electric Skillet,55,32,Zooxo,Pendente,Em Rota
854,2/17/2026,Compras,Frozen Berry Blend,21,50,Skinder,Atrasado,Entregue
855,5/28/2025,Compras,Pepperoni Pizza Rolls,72,7,Brightdog,Pago,Aguardando
856,7/26/2025,Compras,Striped Long Sleeve Shirt,12,10,Zava,Pendente,Aguardando
857,6/11/2025,Compras,Avocado Lime Dressing,46,100,Browsezoom,Pendente,Aguardando
858,4/8/2026,Faturamento,Athletic Compression Tights,83,18,Voolith,Pago,Entregue
859,9/21/2025,Compras,Greek Yogurt Parfait,74,56,Shufflebeat,Pago,Entregue
860,11/14/2025,Faturamento,Electric Food Slicer,93,7,Gigaclub,Atrasado,Entregue
861,1/14/2026,Faturamento,Kids' Activity Book,19,62,Latz,Pendente,Em Rota
862,8/20/2025,Faturamento,Sliced Cucumbers,59,31,Digitube,Atrasado,Em Rota
863,12/22/2025,Faturamento,Pumpkin Puree,5,37,Kwideo,Atrasado,Em Rota
864,7/26/2025,Compras,Herb Seasoned Rice,51,43,Innojam,Atrasado,Em Rota
865,8/5/2025,Faturamento,Weighted Blanket for Adults,53,55,Brainverse,Pendente,Em Rota
866,8/22/2025,Compras,Oatmeal Raisin Cookies,21,99,Fliptune,Pago,Aguardando
867,10/5/2025,Faturamento,Heavy Duty Gardening Tool Set,21,94,Meezzy,Pendente,Em Rota
868,1/22/2026,Compras,Fresh Basil Pesto,20,41,Oyoyo,Pendente,Aguardando
869,10/26/2025,Faturamento,Insulated Wine Tote,44,36,Quire,Atrasado,Aguardando
870,2/14/2026,Compras,Butternut Squash Ravioli,79,84,Edgeify,Pendente,Em Rota
871,2/15/2026,Faturamento,Portable Leaf Blower,70,16,Zoonder,Pendente,Aguardando
872,9/11/2025,Compras,Deep Tissue Massage Gun,44,3,Jayo,Atrasado,Em Rota
873,12/21/2025,Faturamento,Cereal Dispenser with Portion Control,31,99,Trilith,Atrasado,Em Rota
874,7/12/2025,Compras,High-Quality Yoga Mat,18,14,Viva,Atrasado,Aguardando
875,6/2/2025,Faturamento,Pleated Midi Dress,15,74,Trudoo,Atrasado,Em Rota
876,3/12/2026,Faturamento,Dual Function Electric Skillet,6,74,Npath,Atrasado,Em Rota
877,2/7/2026,Faturamento,Backpack,81,24,Photobug,Pendente,Em Rota
878,7/12/2025,Compras,Barbecue Chicken Pizza,78,18,Oyoloo,Pago,Entregue
879,2/6/2026,Compras,Travel Eye Mask with Ear Plugs,54,6,Eidel,Pendente,Aguardando
880,8/10/2025,Compras,Electric Heat Pad,70,51,Flashspan,Pendente,Entregue
881,5/10/2025,Compras,Sriracha Sauce,30,11,Innojam,Pendente,Aguardando
882,9/13/2025,Faturamento,Digital Drawing Tablet,35,12,Feedfish,Pendente,Em Rota
883,8/9/2025,Compras,Creamy Garlic Dressing,40,38,Vitz,Atrasado,Entregue
884,4/28/2026,Compras,Vegan Mac & Cheese,6,80,Blogtags,Atrasado,Em Rota
885,4/6/2026,Faturamento,Ice Cream Scoop,100,27,Buzzster,Pago,Em Rota
886,11/26/2025,Faturamento,Saffron Rice Mix,46,11,Voonyx,Pendente,Entregue
887,9/13/2025,Compras,Foam Muscle Roller,76,38,Oyoba,Atrasado,Em Rota
888,9/29/2025,Compras,Cordless Water Flosser,22,1,Jaxworks,Pendente,Entregue
889,4/10/2026,Compras,Smart Wi-Fi Camera,91,92,Twitterbeat,Atrasado,Em Rota
890,3/4/2026,Compras,Organic Green Lentils,30,64,Dynabox,Atrasado,Em Rota
891,6/30/2025,Faturamento,Cranberry Almond Granola,98,82,Eimbee,Atrasado,Em Rota
892,1/13/2026,Compras,Solar String Lights,39,53,Browsedrive,Pago,Em Rota
893,2/8/2026,Faturamento,Outdoor Adventure Backpack,72,56,Tambee,Atrasado,Em Rota
894,11/21/2025,Faturamento,Pet Nail Clipper,24,63,Linkbuzz,Atrasado,Aguardando
895,4/1/2026,Faturamento,Pet Camera with Treat Dispenser,75,99,Twitterbridge,Pendente,Entregue
896,9/3/2025,Faturamento,Sunflower Seeds,65,16,Skidoo,Atrasado,Em Rota
897,10/6/2025,Faturamento,Granola Clusters,95,73,Teklist,Pendente,Aguardando
898,11/14/2025,Faturamento,Cold Brew Coffee Concentrate,85,65,Jabbertype,Pago,Aguardando
899,1/13/2026,Compras,Non-Slip Yoga Socks,5,55,Oodoo,Pago,Aguardando
900,7/5/2025,Compras,Dual Function Electric Skillet,30,70,Cogibox,Pago,Em Rota
901,8/18/2025,Faturamento,Grapes (red),19,86,Kwideo,Pago,Em Rota
